ID;NOTA1;NOTA2;NOTA3;NOTA4;MEDIA;SITUACAO;CONCEITO
766;1;9;10;7;6;AP;REG
767;5;8;6;4;5;AP;REG
768;6;10;7;10;8;AP;BOM
769;5;4;8;0;4;RE;INS
770;4;3;4;6;4;RE;INS
771;4;2;3;9;4;RE;INS
772;4;8;10;2;6;AP;REG
773;8;5;6;5;6;AP;REG
774;2;6;2;0;2;RE;INS
775;10;8;0;10;7;AP;BOM
776;10;8;9;5;8;AP;BOM
777;8;1;10;9;7;AP;BOM
778;2;3;1;5;2;RE;INS
779;2;3;4;9;4;RE;INS
780;10;7;8;6;7;AP;BOM
781;7;9;3;1;5;AP;REG
782;10;8;1;6;6;AP;REG
783;9;0;0;2;2;RE;INS
784;9;2;9;2;5;AP;REG
785;10;5;7;6;7;AP;BOM
786;5;0;5;0;2;RE;INS
787;5;1;5;0;2;RE;INS
788;6;3;6;9;6;AP;REG
789;10;4;3;0;4;RE;INS
790;4;4;9;0;4;RE;INS
791;1;9;4;6;5;AP;REG
792;2;8;4;9;5;AP;REG
793;8;2;0;6;4;RE;INS
794;1;5;10;0;4;RE;INS
795;0;0;6;3;2;RE;INS
796;5;7;5;4;5;AP;REG
797;4;6;5;1;4;RE;INS
798;1;10;3;4;4;RE;INS
799;0;8;2;1;2;RE;INS
800;4;3;1;0;2;RE;INS
801;4;6;3;3;4;RE;INS
802;1;0;0;6;1;RE;INS
803;10;6;7;3;6;AP;REG
804;0;4;3;8;3;RE;INS
805;1;9;5;8;5;AP;REG
806;9;5;4;0;4;RE;INS
807;6;2;6;1;3;RE;INS
808;3;2;1;10;4;RE;INS
809;4;6;10;2;5;AP;REG
810;2;8;8;10;7;AP;BOM
811;6;2;7;9;6;AP;REG
812;8;8;2;3;5;AP;REG
813;8;4;2;10;6;AP;REG
814;6;2;10;2;5;AP;REG
815;6;8;10;3;6;AP;REG
816;5;8;10;6;7;AP;BOM
817;10;8;7;9;8;AP;BOM
818;5;10;0;8;5;AP;REG
819;5;0;1;8;3;RE;INS
820;1;9;9;9;7;AP;BOM
821;4;0;6;8;4;RE;INS
822;5;10;5;8;7;AP;BOM
823;10;2;5;10;6;AP;REG
824;0;7;3;0;2;RE;INS
825;5;4;9;2;5;AP;REG
826;7;1;8;4;5;AP;REG
827;1;4;7;2;3;RE;INS
828;1;1;2;1;1;RE;INS
829;2;8;8;2;5;AP;REG
830;1;10;4;9;6;AP;REG
831;6;8;0;10;6;AP;REG
832;4;10;6;5;6;AP;REG
833;7;8;1;7;5;AP;REG
834;9;2;6;10;6;AP;REG
835;0;9;8;3;5;AP;REG
836;0;8;0;8;4;RE;INS
837;5;9;2;2;4;RE;INS
838;6;6;7;0;4;RE;INS
839;10;6;7;8;7;AP;BOM
840;0;5;1;2;2;RE;INS
841;1;1;9;2;3;RE;INS
842;2;10;8;6;6;AP;REG
843;3;8;10;8;7;AP;BOM
844;5;8;2;2;4;RE;INS
845;8;3;9;0;5;AP;REG
846;2;8;5;8;5;AP;REG
847;7;0;6;3;4;RE;INS
848;9;2;6;3;5;AP;REG
849;3;3;5;10;5;AP;REG
850;10;1;0;10;5;AP;REG
851;4;0;4;4;3;RE;INS
852;9;7;4;4;6;AP;REG
853;10;9;7;6;8;AP;BOM
854;1;8;8;0;4;RE;INS
855;5;1;4;1;2;RE;INS
856;3;9;5;4;5;AP;REG
857;2;5;1;10;4;RE;INS
858;8;0;1;3;3;RE;INS
859;4;7;9;1;5;AP;REG
860;4;2;3;9;4;RE;INS
861;2;5;9;3;4;RE;INS
862;4;10;1;0;3;RE;INS
863;8;8;0;10;6;AP;REG
864;4;7;4;8;5;AP;REG
865;8;1;4;0;3;RE;INS
866;10;3;9;10;8;AP;BOM
867;1;4;9;5;4;RE;INS
868;1;4;10;1;4;RE;INS
869;3;8;2;8;5;AP;REG
870;6;7;1;9;5;AP;REG
871;7;2;5;2;4;RE;INS
872;2;10;3;8;5;AP;REG
873;7;1;0;1;2;RE;INS
874;7;4;9;1;5;AP;REG
875;10;0;0;0;2;RE;INS
876;0;8;0;1;2;RE;INS
877;9;4;10;1;6;AP;REG
878;5;10;9;2;6;AP;REG
879;4;8;8;7;6;AP;REG
880;3;3;3;9;4;RE;INS
881;3;0;7;5;3;RE;INS
882;4;5;8;1;4;RE;INS
883;10;1;7;6;6;AP;REG
884;6;1;0;9;4;RE;INS
885;9;0;7;6;5;AP;REG
886;2;2;3;3;2;RE;INS
887;6;10;5;5;6;AP;REG
888;10;3;8;5;6;AP;REG
889;7;7;9;7;7;AP;BOM
890;5;7;9;9;7;AP;BOM
891;10;4;10;5;7;AP;BOM
892;6;7;10;2;6;AP;REG
893;10;10;4;4;7;AP;BOM
894;3;2;1;9;3;RE;INS
895;6;0;7;5;4;RE;INS
896;0;9;1;8;4;RE;INS
897;8;1;4;9;5;AP;REG
898;4;3;0;9;4;RE;INS
899;3;8;8;8;6;AP;REG
900;10;0;1;5;4;RE;INS
901;9;3;6;10;7;AP;BOM
902;8;9;8;10;8;AP;BOM
903;7;4;10;7;7;AP;BOM
904;10;5;4;7;6;AP;REG
905;10;3;5;1;4;RE;INS
906;7;9;3;2;5;AP;REG
907;2;10;1;7;5;AP;REG
908;10;4;9;6;7;AP;BOM
909;1;2;7;1;2;RE;INS
910;9;9;6;2;6;AP;REG
911;8;10;2;9;7;AP;BOM
912;9;2;4;7;5;AP;REG
913;4;7;7;9;6;AP;REG
914;8;8;10;2;7;AP;BOM
915;4;3;0;2;2;RE;INS
916;0;7;1;1;2;RE;INS
917;2;9;5;7;5;AP;REG
918;2;5;10;0;4;RE;INS
919;10;9;0;10;7;AP;BOM
920;2;7;5;4;4;RE;INS
921;5;5;10;0;5;AP;REG
922;1;10;8;3;5;AP;REG
923;2;3;5;8;4;RE;INS
924;7;2;5;3;4;RE;INS
925;4;2;7;3;4;RE;INS
926;9;3;7;7;6;AP;REG
927;10;4;10;2;6;AP;REG
928;6;1;6;1;3;RE;INS
929;2;7;4;1;3;RE;INS
930;9;6;9;8;8;AP;BOM
931;6;5;1;6;4;RE;INS
932;5;2;8;6;5;AP;REG
933;1;7;3;10;5;AP;REG
934;3;1;0;6;2;RE;INS
935;5;5;3;1;3;RE;INS
936;2;0;6;0;2;RE;INS
937;0;10;4;4;4;RE;INS
938;9;1;8;9;6;AP;REG
939;7;5;8;4;6;AP;REG
940;5;7;5;4;5;AP;REG
941;5;1;2;5;3;RE;INS
942;8;6;8;0;5;AP;REG
943;8;1;9;7;6;AP;REG
944;4;4;7;1;4;RE;INS
945;8;3;0;2;3;RE;INS
946;7;8;2;2;4;RE;INS
947;5;2;9;3;4;RE;INS
948;2;0;8;8;4;RE;INS
949;10;1;6;0;4;RE;INS
950;1;4;5;3;3;RE;INS
951;9;8;1;1;4;RE;INS
952;1;9;8;3;5;AP;REG
953;2;6;7;8;5;AP;REG
954;3;0;3;9;3;RE;INS
955;1;1;9;0;2;RE;INS
956;10;2;3;5;5;AP;REG
957;0;4;6;9;4;RE;INS
958;2;8;1;4;3;RE;INS
959;9;0;2;6;4;RE;INS
960;2;7;10;10;7;AP;BOM
961;10;7;8;2;6;AP;REG
962;4;3;10;3;5;AP;REG
963;6;0;8;2;4;RE;INS
964;1;9;8;8;6;AP;REG
965;2;6;1;5;3;RE;INS
966;3;10;10;2;6;AP;REG
967;6;10;5;7;7;AP;BOM
968;0;6;8;4;4;RE;INS
969;0;3;6;1;2;RE;INS
970;6;6;6;6;6;AP;REG
971;0;1;1;10;3;RE;INS
972;4;5;2;0;2;RE;INS
973;0;6;8;6;5;AP;REG
974;4;1;6;7;4;RE;INS
975;6;2;0;6;3;RE;INS
976;1;1;5;1;2;RE;INS
977;0;5;4;5;3;RE;INS
978;3;10;3;2;4;RE;INS
979;3;9;0;6;4;RE;INS
980;10;3;7;10;7;AP;BOM
981;7;7;1;9;6;AP;REG
982;9;4;6;9;7;AP;BOM
983;1;7;9;10;6;AP;REG
984;0;10;9;0;4;RE;INS
985;10;8;9;8;8;AP;BOM
986;5;2;6;6;4;RE;INS
987;10;8;8;4;7;AP;BOM
988;6;1;2;5;3;RE;INS
989;10;3;2;9;6;AP;REG
990;6;6;2;8;5;AP;REG
991;5;10;10;9;8;AP;BOM
992;2;2;9;10;5;AP;REG
993;6;6;9;7;7;AP;BOM
994;5;9;3;4;5;AP;REG
995;5;3;5;6;4;RE;INS
996;9;3;10;3;6;AP;REG
997;1;4;6;5;4;RE;INS
998;6;9;10;10;8;AP;BOM
999;6;8;7;6;6;AP;REG
1000;9;9;6;2;6;AP;REG
1001;10;3;8;5;6;AP;REG
1002;4;10;2;0;4;RE;INS
1003;4;7;4;8;5;AP;REG
1004;1;5;8;10;6;AP;REG
1005;0;8;7;9;6;AP;REG
1006;3;6;6;3;4;RE;INS
1007;4;5;7;9;6;AP;REG
1008;3;6;8;4;5;AP;REG
1009;10;8;0;10;7;AP;BOM
1010;0;7;1;8;4;RE;INS
1011;8;2;8;7;6;AP;REG
1012;6;7;3;5;5;AP;REG
1013;0;2;4;3;2;RE;INS
1014;3;1;7;9;5;AP;REG
1015;2;7;8;8;6;AP;REG
1016;3;7;1;0;2;RE;INS
1017;10;0;7;4;5;AP;REG
1018;0;7;0;7;3;RE;INS
1019;10;0;10;4;6;AP;REG
1020;3;9;6;4;5;AP;REG
1021;7;5;0;7;4;RE;INS
1022;4;1;1;7;3;RE;INS
1023;7;4;10;0;5;AP;REG
1024;6;9;3;1;4;RE;INS
1025;4;10;1;0;3;RE;INS
1026;9;7;2;1;4;RE;INS
1027;9;6;10;6;7;AP;BOM
1028;9;1;10;8;7;AP;BOM
1029;6;6;1;3;4;RE;INS
1030;10;3;3;7;5;AP;REG
1031;10;0;5;1;4;RE;INS
1032;7;2;9;3;5;AP;REG
1033;10;5;1;8;6;AP;REG
1034;5;5;4;8;5;AP;REG
1035;6;2;2;0;2;RE;INS
1036;8;7;0;10;6;AP;REG
1037;9;4;3;7;5;AP;REG
1038;8;2;0;1;2;RE;INS
1039;1;6;8;9;6;AP;REG
1040;5;2;8;9;6;AP;REG
1041;10;2;0;2;3;RE;INS
1042;2;6;0;9;4;RE;INS
1043;5;9;5;9;7;AP;BOM
1044;8;1;2;9;5;AP;REG
1045;1;3;7;6;4;RE;INS
1046;3;1;10;3;4;RE;INS
1047;2;10;4;7;5;AP;REG
1048;1;8;3;2;3;RE;INS
1049;5;8;5;9;6;AP;REG
1050;2;1;1;9;3;RE;INS
1051;4;2;9;0;3;RE;INS
1052;6;6;5;6;5;AP;REG
1053;3;5;5;10;5;AP;REG
1054;9;3;3;2;4;RE;INS
1055;2;7;1;6;4;RE;INS
1056;0;5;4;2;2;RE;INS
1057;5;8;2;7;5;AP;REG
1058;2;9;1;6;4;RE;INS
1059;9;6;8;3;6;AP;REG
1060;2;9;1;8;5;AP;REG
1061;8;3;10;9;7;AP;BOM
1062;2;2;8;6;4;RE;INS
1063;6;9;10;0;6;AP;REG
1064;1;9;4;6;5;AP;REG
1065;10;10;0;4;6;AP;REG
1066;2;5;7;8;5;AP;REG
1067;5;10;1;2;4;RE;INS
1068;4;0;0;5;2;RE;INS
1069;5;7;0;4;4;RE;INS
1070;10;8;3;5;6;AP;REG
1071;4;4;4;3;3;RE;INS
1072;3;10;5;6;6;AP;REG
1073;5;3;5;9;5;AP;REG
1074;5;5;6;0;4;RE;INS
1075;0;6;2;8;4;RE;INS
1076;7;9;8;2;6;AP;REG
1077;8;9;9;4;7;AP;BOM
1078;4;8;10;6;7;AP;BOM
1079;4;4;7;8;5;AP;REG
1080;3;8;3;5;4;RE;INS
1081;10;7;8;0;6;AP;REG
1082;10;7;5;9;7;AP;BOM
1083;9;0;7;2;4;RE;INS
1084;3;6;0;1;2;RE;INS
1085;5;3;9;7;6;AP;REG
1086;6;1;9;10;6;AP;REG
1087;9;6;3;1;4;RE;INS
1088;5;9;3;7;6;AP;REG
1089;2;0;5;5;3;RE;INS
1090;8;9;6;5;7;AP;BOM
1091;8;10;2;5;6;AP;REG
1092;2;3;3;10;4;RE;INS
1093;6;2;9;2;4;RE;INS
1094;10;4;10;9;8;AP;BOM
1095;0;0;1;4;1;RE;INS
1096;9;0;6;4;4;RE;INS
1097;6;4;5;2;4;RE;INS
1098;0;10;3;3;4;RE;INS
1099;4;2;10;7;5;AP;REG
1100;10;1;9;7;6;AP;REG
1101;5;2;6;8;5;AP;REG
1102;4;9;6;8;6;AP;REG
1103;2;5;6;7;5;AP;REG
1104;4;7;2;1;3;RE;INS
1105;10;8;9;8;8;AP;BOM
1106;6;2;4;9;5;AP;REG
1107;1;9;1;5;4;RE;INS
1108;8;6;1;4;4;RE;INS
1109;1;9;6;4;5;AP;REG
1110;9;10;7;1;6;AP;REG
1111;4;7;7;1;4;RE;INS
1112;0;2;2;8;3;RE;INS
1113;7;1;6;5;4;RE;INS
1114;6;3;4;8;5;AP;REG
1115;6;6;5;3;5;AP;REG
1116;1;3;2;6;3;RE;INS
1117;9;2;3;1;3;RE;INS
1118;5;3;8;9;6;AP;REG
1119;7;8;1;9;6;AP;REG
1120;5;2;4;9;5;AP;REG
1121;1;9;1;1;3;RE;INS
1122;3;9;9;10;7;AP;BOM
1123;5;0;2;10;4;RE;INS
1124;8;10;1;1;5;AP;REG
1125;4;6;5;5;5;AP;REG
1126;6;6;5;2;4;RE;INS
1127;2;4;5;8;4;RE;INS
1128;0;2;1;9;3;RE;INS
1129;5;9;8;3;6;AP;REG
1130;2;8;3;1;3;RE;INS
1131;2;0;3;7;3;RE;INS
1132;5;0;1;1;1;RE;INS
1133;4;0;1;6;2;RE;INS
1134;4;4;6;10;6;AP;REG
1135;0;8;8;9;6;AP;REG
1136;10;3;10;0;5;AP;REG
1137;1;2;7;0;2;RE;INS
1138;2;6;4;3;3;RE;INS
1139;2;2;6;5;3;RE;INS
1140;8;7;10;3;7;AP;BOM
1141;4;10;8;7;7;AP;BOM
1142;10;4;7;7;7;AP;BOM
1143;8;4;0;6;4;RE;INS
1144;6;6;2;10;6;AP;REG
1145;9;4;7;5;6;AP;REG
1146;0;1;9;7;4;RE;INS
1147;10;3;5;10;7;AP;BOM
1148;8;8;6;4;6;AP;REG
1149;9;9;4;9;7;AP;BOM
1150;0;0;8;7;3;RE;INS
1151;3;9;0;10;5;AP;REG
1152;7;4;9;0;5;AP;REG
1153;1;7;4;0;3;RE;INS
1154;7;1;5;6;4;RE;INS
1155;6;9;0;4;4;RE;INS
1156;2;1;10;8;5;AP;REG
1157;7;3;4;5;4;RE;INS
1158;3;7;7;1;4;RE;INS
1159;2;1;3;1;1;RE;INS
1160;8;9;3;10;7;AP;BOM
1161;10;8;2;5;6;AP;REG
1162;10;3;1;0;3;RE;INS
1163;2;3;3;6;3;RE;INS
1164;9;8;4;8;7;AP;BOM
1165;7;7;2;1;4;RE;INS
1166;2;5;0;10;4;RE;INS
1167;3;5;8;3;4;RE;INS
1168;10;10;0;10;7;AP;BOM
1169;2;2;5;9;4;RE;INS
1170;1;0;2;4;1;RE;INS
1171;1;1;1;1;1;RE;INS
1172;9;4;3;1;4;RE;INS
1173;7;3;10;3;5;AP;REG
1174;4;3;10;9;6;AP;REG
1175;7;7;3;10;6;AP;REG
1176;9;4;7;4;6;AP;REG
1177;1;9;0;7;4;RE;INS
1178;3;0;1;3;1;RE;INS
1179;0;1;6;6;3;RE;INS
1180;7;1;7;9;6;AP;REG
1181;7;7;0;9;5;AP;REG
1182;8;8;3;7;6;AP;REG
1183;2;8;4;2;4;RE;INS
1184;2;4;9;0;3;RE;INS
1185;4;3;4;1;3;RE;INS
1186;2;1;3;7;3;RE;INS
1187;1;1;8;1;2;RE;INS
1188;9;6;9;8;8;AP;BOM
1189;2;7;6;3;4;RE;INS
1190;7;5;6;7;6;AP;REG
1191;5;10;0;0;3;RE;INS
1192;8;8;2;1;4;RE;INS
1193;8;10;7;1;6;AP;REG
1194;7;10;7;5;7;AP;BOM
1195;3;0;5;3;2;RE;INS
1196;3;1;2;9;3;RE;INS
1197;0;3;9;0;3;RE;INS
1198;3;7;10;2;5;AP;REG
1199;0;9;10;0;4;RE;INS
1200;3;1;8;10;5;AP;REG
1201;10;8;5;1;6;AP;REG
1202;6;7;0;7;5;AP;REG
1203;4;0;6;1;2;RE;INS
1204;1;4;9;4;4;RE;INS
1205;4;5;8;5;5;AP;REG
1206;0;9;7;4;5;AP;REG
1207;4;0;9;5;4;RE;INS
1208;4;7;4;1;4;RE;INS
1209;9;0;6;5;5;AP;REG
1210;5;1;5;1;3;RE;INS
1211;2;10;0;10;5;AP;REG
1212;9;9;1;2;5;AP;REG
1213;9;6;2;4;5;AP;REG
1214;1;5;10;5;5;AP;REG
1215;2;10;1;10;5;AP;REG
1216;7;3;4;10;6;AP;REG
1217;6;10;7;5;7;AP;BOM
1218;8;7;0;10;6;AP;REG
1219;7;1;8;3;4;RE;INS
1220;2;0;5;1;2;RE;INS
1221;6;5;9;6;6;AP;REG
1222;6;7;1;0;3;RE;INS
1223;7;5;3;1;4;RE;INS
1224;1;2;2;8;3;RE;INS
1225;10;5;6;6;6;AP;REG
1226;3;1;10;3;4;RE;INS
1227;6;5;7;4;5;AP;REG
1228;3;5;8;1;4;RE;INS
1229;9;1;8;1;4;RE;INS
1230;4;7;10;4;6;AP;REG
1231;5;8;1;0;3;RE;INS
1232;9;1;1;9;5;AP;REG
1233;4;9;4;8;6;AP;REG
1234;3;0;9;9;5;AP;REG
1235;3;6;6;1;4;RE;INS
1236;5;4;8;10;6;AP;REG
1237;3;6;3;7;4;RE;INS
1238;6;1;5;0;3;RE;INS
1239;2;0;5;5;3;RE;INS
1240;7;8;0;3;4;RE;INS
1241;2;8;4;9;5;AP;REG
1242;9;6;8;3;6;AP;REG
1243;5;8;3;3;4;RE;INS
1244;0;8;9;8;6;AP;REG
1245;6;6;5;10;6;AP;REG
1246;2;9;0;0;2;RE;INS
1247;10;9;4;2;6;AP;REG
1248;8;9;7;7;7;AP;BOM
1249;3;7;0;5;3;RE;INS
1250;4;4;10;2;5;AP;REG
1251;10;5;9;4;7;AP;BOM
1252;8;7;1;8;6;AP;REG
1253;1;6;2;3;3;RE;INS
1254;8;3;3;2;4;RE;INS
1255;9;4;0;4;4;RE;INS
1256;7;6;2;10;6;AP;REG
1257;2;2;6;4;3;RE;INS
1258;10;6;10;8;8;AP;BOM
1259;1;4;5;9;4;RE;INS
1260;6;8;2;5;5;AP;REG
1261;8;4;8;8;7;AP;BOM
1262;2;3;6;1;3;RE;INS
1263;8;0;2;1;2;RE;INS
1264;3;2;4;1;2;RE;INS
1265;1;3;10;8;5;AP;REG
1266;3;3;10;6;5;AP;REG
1267;10;7;10;8;8;AP;BOM
1268;6;6;6;7;6;AP;REG
1269;7;5;4;0;4;RE;INS
1270;1;5;7;3;4;RE;INS
1271;7;10;2;2;5;AP;REG
1272;6;3;7;8;6;AP;REG
1273;9;0;0;4;3;RE;INS
1274;1;7;3;7;4;RE;INS
1275;1;8;6;7;5;AP;REG
1276;5;9;4;2;5;AP;REG
1277;1;3;10;5;4;RE;INS
1278;4;2;8;1;3;RE;INS
1279;5;8;9;6;7;AP;BOM
1280;9;0;4;8;5;AP;REG
1281;2;7;8;4;5;AP;REG
1282;8;0;1;3;3;RE;INS
1283;3;9;0;8;5;AP;REG
1284;10;8;4;6;7;AP;BOM
1285;4;7;10;6;6;AP;REG
1286;4;4;9;6;5;AP;REG
1287;9;4;10;10;8;AP;BOM
1288;2;9;6;10;6;AP;REG
1289;9;9;10;7;8;AP;BOM
1290;10;1;5;5;5;AP;REG
1291;4;6;1;5;4;RE;INS
1292;9;1;8;6;6;AP;REG
1293;9;10;2;4;6;AP;REG
1294;6;4;3;3;4;RE;INS
1295;0;6;8;0;3;RE;INS
1296;0;3;8;8;4;RE;INS
1297;2;1;4;7;3;RE;INS
1298;1;5;10;8;6;AP;REG
1299;3;8;1;1;3;RE;INS
1300;7;3;9;2;5;AP;REG
1301;6;10;8;1;6;AP;REG
1302;3;8;7;7;6;AP;REG
1303;10;8;9;10;9;AP;EXC
1304;4;3;4;6;4;RE;INS
1305;5;6;2;9;5;AP;REG
1306;6;9;3;4;5;AP;REG
1307;3;6;8;10;6;AP;REG
1308;7;8;4;1;5;AP;REG
1309;6;7;2;5;5;AP;REG
1310;7;9;3;9;7;AP;BOM
1311;8;1;4;10;5;AP;REG
1312;6;1;2;1;2;RE;INS
1313;5;10;8;1;6;AP;REG
1314;5;8;6;8;6;AP;REG
1315;0;4;3;8;3;RE;INS
1316;5;4;10;1;5;AP;REG
1317;1;0;10;8;4;RE;INS
1318;3;2;0;6;2;RE;INS
1319;5;3;6;9;5;AP;REG
1320;0;2;10;0;3;RE;INS
1321;0;4;3;5;3;RE;INS
1322;1;3;7;2;3;RE;INS
1323;10;2;9;0;5;AP;REG
1324;0;4;0;0;1;RE;INS
1325;6;6;7;3;5;AP;REG
1326;6;9;9;10;8;AP;BOM
1327;5;4;10;3;5;AP;REG
1328;5;1;1;0;1;RE;INS
1329;4;10;2;7;5;AP;REG
1330;1;10;3;5;4;RE;INS
1331;9;9;10;8;9;AP;EXC
1332;2;5;0;4;2;RE;INS
1333;0;7;0;5;3;RE;INS
1334;1;10;8;8;6;AP;REG
1335;7;3;2;7;4;RE;INS
1336;2;7;3;6;4;RE;INS
1337;0;2;10;9;5;AP;REG
1338;9;10;9;0;7;AP;BOM
1339;0;9;4;4;4;RE;INS
1340;2;9;4;5;5;AP;REG
1341;2;9;9;10;7;AP;BOM
1342;3;3;3;8;4;RE;INS
1343;5;0;3;9;4;RE;INS
1344;5;1;6;6;4;RE;INS
1345;1;0;0;1;0;RE;INS
1346;4;3;6;10;5;AP;REG
1347;2;2;9;10;5;AP;REG
1348;6;1;10;6;5;AP;REG
1349;0;6;5;4;3;RE;INS
1350;3;3;2;7;3;RE;INS
1351;0;0;2;5;1;RE;INS
1352;8;7;1;3;4;RE;INS
1353;5;0;0;0;1;RE;INS
1354;10;0;4;3;4;RE;INS
1355;10;6;3;8;6;AP;REG
1356;6;7;2;1;4;RE;INS
1357;3;4;8;2;4;RE;INS
1358;5;2;1;8;4;RE;INS
1359;3;0;4;10;4;RE;INS
1360;6;2;7;10;6;AP;REG
1361;1;9;2;4;4;RE;INS
1362;5;0;6;9;5;AP;REG
1363;1;7;10;2;5;AP;REG
1364;0;10;5;0;3;RE;INS
1365;9;4;7;2;5;AP;REG
1366;3;6;4;3;4;RE;INS
1367;6;0;5;9;5;AP;REG
1368;1;8;7;7;5;AP;REG
1369;7;2;1;7;4;RE;INS
1370;7;5;0;4;4;RE;INS
1371;5;1;1;10;4;RE;INS
1372;10;6;10;6;8;AP;BOM
1373;8;4;2;5;4;RE;INS
1374;10;9;4;3;6;AP;REG
1375;1;0;1;10;3;RE;INS
1376;4;9;6;6;6;AP;REG
1377;3;2;10;2;4;RE;INS
1378;2;1;8;8;4;RE;INS
1379;6;7;8;5;6;AP;REG
1380;5;2;4;9;5;AP;REG
1381;5;1;3;10;4;RE;INS
1382;10;9;6;6;7;AP;BOM
1383;4;2;1;7;3;RE;INS
1384;5;9;5;3;5;AP;REG
1385;1;9;10;7;6;AP;REG
1386;7;4;6;3;5;AP;REG
1387;3;2;3;1;2;RE;INS
1388;3;3;5;6;4;RE;INS
1389;2;1;1;1;1;RE;INS
1390;1;9;0;1;2;RE;INS
1391;4;6;1;0;2;RE;INS
1392;4;3;10;4;5;AP;REG
1393;6;1;8;0;3;RE;INS
1394;4;10;9;2;6;AP;REG
1395;7;4;10;9;7;AP;BOM
1396;9;6;5;0;5;AP;REG
1397;1;4;7;1;3;RE;INS
1398;2;2;4;8;4;RE;INS
1399;0;5;0;3;2;RE;INS
1400;0;0;7;4;2;RE;INS
1401;8;2;2;2;3;RE;INS
1402;1;5;3;2;2;RE;INS
1403;10;0;5;3;4;RE;INS
1404;1;3;4;2;2;RE;INS
1405;5;0;2;4;2;RE;INS
1406;10;9;0;8;6;AP;REG
1407;2;9;9;0;5;AP;REG
1408;1;1;1;4;1;RE;INS
1409;3;9;6;9;6;AP;REG
1410;0;0;3;5;2;RE;INS
1411;10;7;0;4;5;AP;REG
1412;10;10;7;0;6;AP;REG
1413;7;0;5;2;3;RE;INS
1414;6;3;2;10;5;AP;REG
1415;0;5;3;9;4;RE;INS
1416;7;4;0;8;4;RE;INS
1417;10;5;5;9;7;AP;BOM
1418;4;4;5;0;3;RE;INS
1419;6;7;10;7;7;AP;BOM
1420;0;2;0;10;3;RE;INS
1421;3;10;3;7;5;AP;REG
1422;9;0;8;8;6;AP;REG
1423;3;8;4;10;6;AP;REG
1424;6;9;8;0;5;AP;REG
1425;10;3;1;7;5;AP;REG
1426;2;7;0;9;4;RE;INS
1427;3;8;1;8;5;AP;REG
1428;3;2;1;2;2;RE;INS
1429;8;6;2;6;5;AP;REG
1430;5;8;7;0;5;AP;REG
1431;9;10;2;7;7;AP;BOM
1432;10;2;10;5;6;AP;REG
1433;2;5;0;3;2;RE;INS
1434;5;6;4;6;5;AP;REG
1435;5;4;0;2;2;RE;INS
1436;9;9;4;7;7;AP;BOM
1437;4;7;6;7;6;AP;REG
1438;9;8;6;5;7;AP;BOM
1439;3;3;9;0;3;RE;INS
1440;6;6;0;5;4;RE;INS
1441;10;5;8;9;8;AP;BOM
1442;8;1;9;8;6;AP;REG
1443;5;2;1;5;3;RE;INS
1444;3;9;4;10;6;AP;REG
1445;7;2;4;10;5;AP;REG
1446;8;0;1;6;3;RE;INS
1447;5;10;6;8;7;AP;BOM
1448;8;8;5;3;6;AP;REG
1449;7;0;10;1;4;RE;INS
1450;7;7;6;0;5;AP;REG
1451;0;6;6;1;3;RE;INS
1452;10;1;5;7;5;AP;REG
1453;3;1;3;7;3;RE;INS
1454;0;1;9;1;2;RE;INS
1455;5;0;2;9;4;RE;INS
1456;10;10;1;6;6;AP;REG
1457;9;10;2;10;7;AP;BOM
1458;2;1;7;3;3;RE;INS
1459;1;6;2;3;3;RE;INS
1460;3;2;1;4;2;RE;INS
1461;2;6;9;9;6;AP;REG
1462;5;1;3;10;4;RE;INS
1463;8;3;4;6;5;AP;REG
1464;9;3;1;3;4;RE;INS
1465;6;10;2;6;6;AP;REG
1466;8;7;10;5;7;AP;BOM
1467;4;0;4;8;4;RE;INS
1468;2;5;1;8;4;RE;INS
1469;0;4;9;6;4;RE;INS
1470;8;1;3;3;3;RE;INS
1471;10;1;0;9;5;AP;REG
1472;5;2;6;5;4;RE;INS
1473;6;6;10;3;6;AP;REG
1474;4;0;4;3;2;RE;INS
1475;10;5;8;7;7;AP;BOM
1476;4;1;3;8;4;RE;INS
1477;6;7;10;3;6;AP;REG
1478;2;3;10;4;4;RE;INS
1479;0;9;4;7;5;AP;REG
1480;7;10;2;7;6;AP;REG
1481;4;6;9;2;5;AP;REG
1482;10;0;4;3;4;RE;INS
1483;2;4;10;2;4;RE;INS
1484;2;5;7;0;3;RE;INS
1485;5;3;3;3;3;RE;INS
1486;3;5;2;2;3;RE;INS
1487;3;5;6;0;3;RE;INS
1488;1;7;7;9;6;AP;REG
1489;8;8;5;7;7;AP;BOM
1490;7;9;4;10;7;AP;BOM
1491;7;5;4;1;4;RE;INS
1492;9;0;5;3;4;RE;INS
1493;4;0;7;7;4;RE;INS
1494;9;8;4;3;6;AP;REG
1495;4;3;7;10;6;AP;REG
1496;7;9;3;2;5;AP;REG
1497;0;6;7;2;3;RE;INS
1498;1;3;6;2;3;RE;INS
1499;7;1;3;8;4;RE;INS
1500;2;1;10;2;3;RE;INS
1501;8;7;7;8;7;AP;BOM
1502;1;0;4;10;3;RE;INS
1503;6;9;10;5;7;AP;BOM
1504;9;6;7;8;7;AP;BOM
1505;3;6;10;6;6;AP;REG
1506;8;9;7;4;7;AP;BOM
